,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
862,Camila Cabello,Real Friends,5vnpANH92iEajvGwE2oQ6r,71,0.701,0.512,0,-6.869,0,0.0969,0.235,5.07e-06,0.135,0.663,91.947,223583,4
863,Red Velvet,Bad Boy,5GKwq4sO5ZHKuWaDmdwMQc,73,0.714,0.736,2,-3.801,1,0.0457,0.191,0.0,0.0553,0.814,149.985,210818,4
864,Christian Nodal,No Te Contaron Mal,1LO951RWD10l9Vys0NrFty,72,0.617,0.57,9,-3.074,0,0.0374,0.388,0.0,0.143,0.632,163.2,156947,4
865,Meghan Trainor,No Excuses,7fCNUWi6uflDTQ08srxMZk,68,0.827,0.658,6,-3.846,1,0.0517,0.0224,0.0,0.0417,0.523,115.016,152862,4
866,Banda Los Sebastianes,A Través Del Vaso,1uqjLVaSyTkdDvfGAmXrHo,67,0.649,0.529,2,-4.895,0,0.0398,0.621,0.0,0.0563,0.964,144.869,180120,4
867,Tyga,SWISH,55GiOwtxNajXVbpjjIzMnD,72,0.884,0.541,11,-5.608,1,0.221,0.0831,0.0,0.118,0.274,105.009,194936,4
868,Lil Baby,Never Needed No Help,7cEZShpmZ7dencnV8ibyUS,63,0.713,0.495,5,-6.885,0,0.11,0.0467,0.0,0.215,0.426,130.044,195635,4
869,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),6mQLN3zRtAp6ovjusyYKrV,75,0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,0.571,125.944,218293,4
870,Selena Gomez,Back To You,514rhnksEwHUh6LxXsQ4Y9,73,0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,210240,4
871,EXO,Love Shot,0yB4jrSwN0bFtFRDR5vyMj,73,0.689,0.678,5,-4.287,0,0.119,0.0702,0.0,0.0889,0.335,145.883,200306,4
872,Dream Runner,Magica,75D9esOK7ASfcREQAvbtql,67,0.0951,0.0872,7,-24.168,1,0.0371,0.944,0.96,0.0905,0.0389,87.653,177214,1
873,Meek Mill,Uptown Vibes (feat. Fabolous & Anuel AA),2tnlNVAhuQGgoFJxALVeXx,65,0.655,0.835,1,-3.451,1,0.059,0.0459,0.0,0.409,0.165,91.035,190412,4
874,Lil Yachty,66,6tarvNiKnEjYMj1VZhlDqR,66,0.667,0.723,5,-4.31,0,0.27,0.0455,0.000179,0.213,0.251,148.057,153475,4
875,Katy Perry,Cozy Little Christmas,02FaKXXL7KUtRc7K0k54tL,70,0.774,0.608,7,-6.264,1,0.128,0.128,0.0,0.0895,0.56,137.494,182521,4
876,Banda Los Sebastianes,Mi Meta Contigo,1OGze4EM0gQ8NNrtdVLCf1,69,0.797,0.454,10,-7.072,1,0.0365,0.332,1.06e-06,0.258,0.568,126.059,188587,4
877,GoldLink,Got Friends,1PVza5KmhSJhz12OewWciE,65,0.691,0.75,10,-3.934,0,0.347,0.104,0.0,0.123,0.345,143.744,226963,4
878,Mac Miller,Dunno - Recorded at Spotify Studios NYC,6eIEJLVaPTU3NuctqdWCzJ,66,0.523,0.153,1,-12.785,1,0.0689,0.945,0.000944,0.114,0.184,84.659,224347,4
879,JP Saxe,The Few Things (With Charlotte Lawrence),7BdXiDH2bPhBuPP2jTwRZB,68,0.536,0.426,7,-10.446,1,0.123,0.64,5.88e-06,0.147,0.375,135.872,211567,4
880,Normani,Waves (feat. 6LACK),2qHk6Nz5glNQrjW8Rhd5kv,66,0.578,0.588,0,-4.92,0,0.255,0.415,0.0,0.114,0.3,79.174,215671,5
881,6LACK,Switch,29ZZAShKhwRUuKULSNtxX6,68,0.66,0.658,7,-6.127,1,0.0387,0.0409,0.00595,0.102,0.153,176.701,207071,4
882,Lenin Ramírez,El de la Gorra 27,1LV6zxUFIUyePwsdFHNIYA,68,0.663,0.785,11,-3.874,0,0.0365,0.781,2.33e-06,0.113,0.84,107.455,200071,3
883,SadBoyProlific,Alone,6tAqYm2Wcy2yrPixShJMS6,67,0.87,0.341,9,-14.15,1,0.439,0.481,0.0027,0.329,0.436,119.054,160105,4
884,League of Legends,RISE,69Sy7207dnixZ6w7RSV9Kb,73,0.459,0.663,8,-5.939,0,0.1,0.0169,0.0,0.0621,0.412,176.791,192881,4
885,Kali Uchis,Just A Stranger (feat. Steve Lacy),1HA2V2EfAgJUBVOju4YfiB,65,0.745,0.672,9,-5.738,1,0.0346,0.127,0.0,0.103,0.641,108.031,177697,4
886,6ix9ine,GUMMO,4HbiCvH1R7mVOJ7KY7JQBD,69,0.66,0.775,2,-4.926,1,0.172,0.0553,0.0,0.129,0.635,157.036,157643,4
887,Brantley Gilbert,What Happens In A Small Town,3g9OCNXY2aSbGRQGY17qVE,63,0.496,0.775,11,-5.304,1,0.0411,0.000927,0.0,0.14,0.478,138.165,202587,4
888,Morgan Wallen,Not Good At Not,5V4Sx4VKnHwyM6CjZnfce2,62,0.557,0.814,11,-3.241,1,0.0325,0.242,0.0,0.114,0.582,143.935,185067,4
889,Raymix,Oye Mujer,37kCg5izHEMZ66xGdMVG5L,69,0.83,0.584,4,-6.001,0,0.0361,0.168,0.0,0.176,0.925,90.992,259240,4
890,Drake,Elevate,3szf2z1Cy1QMrtHrbn8rz9,67,0.758,0.474,1,-8.72,1,0.146,0.015,0.0,0.116,0.0541,76.062,184960,4
891,Jack Harlow,SUNDOWN,0ipgd8PPFza3NNmN3Rn2uF,63,0.816,0.754,2,-5.922,1,0.152,0.163,0.00199,0.105,0.704,92.023,125217,4
892,Dylan Scott,Eastside,3sfJXqWV7sr2aQiSaahbZc,63,0.541,0.734,5,-5.235,1,0.0457,0.0122,1.15e-06,0.0696,0.69,83.938,167143,4
893,KYLE,Hey Julie! (feat. Lil Yachty),1jkEorRvoRQNo1WZfD1X5q,66,0.801,0.505,11,-5.829,1,0.293,0.0446,9.52e-06,0.122,0.757,161.059,156443,4
894,King Princess,Holy,7FVGIPgLMDChTffvG2LuHV,65,0.614,0.585,10,-9.483,1,0.164,0.134,0.000129,0.0948,0.211,169.905,174667,4
895,The 1975,Be My Mistake,18UsAG7SfOQ5sxJEdjAMH0,68,0.572,0.155,6,-14.405,1,0.0344,0.835,0.000137,0.0906,0.0949,109.923,256689,3
896,No Rome,Narcissist (feat. The 1975),4qjLvvBh5ZeKEPyShKRf06,68,0.543,0.682,3,-5.81,1,0.112,0.219,1.53e-06,0.085,0.424,179.972,195502,4
897,Drake,Blue Tint,4n1bdaKwynQndm47x5HqWX,66,0.888,0.372,7,-10.254,0,0.358,0.013,0.0,0.184,0.123,133.998,162800,4
898,Young Thug,High (feat. Elton John),7iMDaY1LnASwCk2uUpMtii,64,0.759,0.498,10,-10.615,1,0.0776,0.223,5.84e-05,0.406,0.244,126.972,195160,4
899,DaniLeigh,Lil Bebe (feat. Lil Baby) - Remix,2fwkl5Z8ujDtAh6qxEA5x0,66,0.856,0.485,5,-5.519,0,0.0597,0.0481,0.0,0.108,0.0929,136.005,174720,4
900,Goody Grace,Two Shots (feat. gnash),1746Hs7bQJMMYAZvVYM3ig,63,0.768,0.408,4,-8.551,0,0.0714,0.0542,0.0,0.106,0.0905,129.96,179915,4
901,Tory Lanez,Shooters,6TrjaOqUwdKQ7KNxJr2s9Y,65,0.639,0.547,7,-6.237,0,0.0434,0.115,0.0,0.373,0.117,129.939,208173,4
902,Aminé,Invincible,6VS7wKwtvL2FvTupYSWZ9e,66,0.724,0.6,10,-4.391,0,0.29,0.141,0.000218,0.104,0.466,86.984,196387,4
903,Sugarland,Babe,0SoK5u8MD2VVikNPwXBz74,64,0.535,0.777,4,-3.292,1,0.207,0.0187,1.62e-06,0.136,0.664,171.72,215107,4
904,Daddy Yankee,Dura,6KuqAtoeVzxAYOaMveLNpH,75,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.839,95.001,200480,4
905,Lenin Ramírez,Rolling One,40hjNYfeyudUJU3QHGW0t1,67,0.768,0.773,7,-3.582,1,0.0325,0.619,2.1e-06,0.213,0.804,107.535,243460,3
906,Martin Garrix,High On Life (feat. Bonn),4ut5G4rgB1ClpMTMfjoIuy,77,0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.038,230762,4
907,XXXTENTACION,Guardian angel,7uqcLJFlSYjVPLUz1vPxkY,66,0.712,0.374,0,-10.215,0,0.511,0.795,0.0,0.187,0.779,133.952,108035,4
908,A Boogie Wit da Hoodie,Skeezers,2A4vCndSkZ3jd5nfh3a8gc,65,0.792,0.484,7,-7.801,0,0.155,0.558,0.0,0.134,0.353,140.019,198054,4
909,Ariana Grande,successful,5YeHLHDdQ4nKHk81XFWhCU,67,0.847,0.603,0,-4.607,0,0.0397,0.107,7.4e-06,0.106,0.735,114.045,227387,4
910,SHAUN,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,1ZLrDPgR7mvuTco3rQK8Pk,76,0.737,0.747,10,-4.818,1,0.0323,0.269,0.0,0.219,0.447,105.943,192453,4
911,Lenin Ramírez,Recordando a Manuel,3JuPa0jxEAacGtz4mAKVZA,70,0.739,0.744,10,-1.589,1,0.0376,0.427,2.23e-05,0.317,0.97,120.083,208118,3
912,King Von,Crazy Story,4eYrjXGlDycrqg7a0Wgwed,63,0.832,0.501,11,-8.885,1,0.456,0.0114,1.02e-05,0.0904,0.151,157.01,146808,4
913,Seven Lions,First Time (feat. Dylan Matthew),27YD36FUikKxbp3bKSiKGZ,64,0.422,0.677,11,-5.76,1,0.0365,0.251,3.55e-06,0.16,0.146,150.131,297782,4
914,Trippie Redd,Toxic Waste,1SxagO9GK0UUeEYLmH8Pln,64,0.728,0.517,8,-11.404,1,0.0629,0.0555,1.95e-06,0.107,0.379,111.974,173129,4
915,Ben Rector,Love Like This,06JmNnH3iXKENNRKifqu0v,64,0.637,0.129,2,-11.89,1,0.0405,0.903,0.0,0.107,0.368,139.742,214240,4
916,XXXTENTACION,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Andrez Babii",14boA065HMHWvqyPPEeN4y,67,0.767,0.561,2,-7.418,0,0.0509,0.118,0.0,0.0737,0.542,90.021,192229,4
917,ZAYN,There You Are,155EsNGoXo7XSVF84oTPam,72,0.452,0.685,0,-4.828,0,0.0385,0.0257,0.0,0.11,0.305,76.986,199600,4
918,Guaynaa,Rebota,2YRvdf9cdS88y1wB1WhKoE,75,0.796,0.911,1,-1.998,1,0.285,0.188,0.0,0.499,0.918,180.128,204631,4
919,Natanael Cano,El De Los Lentes Gucci,3TgelNfEK1DnYrsHOBxaVJ,69,0.765,0.539,11,-5.028,0,0.0437,0.37,0.0,0.039,0.965,99.94,125412,3
920,BTS,Trivia 轉 : Seesaw,1ZPpGPko8oULTmi34rozMh,71,0.707,0.791,5,-4.481,0,0.035,0.181,0.0,0.102,0.678,106.985,246334,4
921,Twenty One Pilots,Morph,01vv2AjxgP4uUyb8waYO5Y,69,0.734,0.607,8,-7.249,0,0.0806,0.0747,0.000577,0.0968,0.518,90.023,258853,4
922,Maluma,Corazón (feat. Nego do Borel),5cepAtqnEQ6yVG6088zMMu,74,0.722,0.738,9,-6.073,0,0.247,0.328,1.47e-05,0.198,0.748,198.075,184720,4
923,Gregory Alan Isakov,San Luis,7gDNQLV9cr8449LFrQbk5J,67,0.567,0.434,7,-12.755,0,0.0349,0.86,0.257,0.115,0.254,82.459,272347,4
924,T3R Elemento,En Menos de Un Minuto,0laoKkCyhp5HW3wGejhPV5,66,0.702,0.621,7,-6.884,1,0.0296,0.554,0.0,0.226,0.581,114.532,177714,3
925,Lil Peep,Broken Smile (My All),1BCBBO8VUEFOb6RBct4XDp,69,0.545,0.517,0,-8.681,0,0.0359,0.0459,0.00724,0.15,0.115,120.044,280520,4
926,Kacey Musgraves,"Oh, What A World",5ToJzoVfLYyF7ohMOBNObi,63,0.503,0.536,4,-7.229,1,0.0259,0.642,0.00143,0.111,0.21,90.966,241467,4
927,BTS,Epiphany,7L8hkKW4hnemNfuOfEZcle,71,0.509,0.558,2,-6.369,0,0.0276,0.29,0.0,0.131,0.327,135.879,240362,4
928,Marc Anthony,Está Rico,2wRkBumdItthjYP9XknImg,70,0.817,0.74,11,-4.566,0,0.283,0.266,0.0,0.0992,0.674,130.04,215151,4
929,Future,7 Am Freestyle,1hHe7cirScEJWgAS0JFqTL,64,0.951,0.401,0,-8.92,0,0.411,0.0185,0.0,0.149,0.539,129.976,192907,4
930,Godsmack,When Legends Rise,1Si7crvw1M6Kgz9XiAtMiJ,62,0.44,0.916,4,-4.222,0,0.266,0.000236,1.94e-05,0.0897,0.401,124.099,172826,4
931,Trippie Redd,Negative Energy,0ZPCxNK4DIrF8KqrN3DxfA,63,0.659,0.672,9,-7.442,1,0.264,0.413,0.0,0.125,0.452,139.868,178286,4
932,Shotgun Willy,Cheat Codes for Hoes,10iTEeb8hoM5jBGh0OxBOO,66,0.715,0.55,10,-10.293,0,0.425,0.651,0.000292,0.172,0.824,116.669,141663,4
933,Bad Bunny,RLNDT,6pZHZndlo57dPCYnvlYFOE,69,0.6,0.528,0,-6.554,1,0.0308,0.263,0.0,0.588,0.142,108.025,284853,4
934,XXXTENTACION,what are you so afraid of,57nOpVSc3j9o03Cr928ZM4,66,0.639,0.312,0,-9.902,1,0.0301,0.774,0.469,0.0857,0.347,103.369,150769,4
935,Brent Faiyaz,Around Me,7dQeS4ErW1iWvnKdrtKwKr,64,0.587,0.177,1,-12.522,1,0.0647,0.574,5.54e-05,0.097,0.125,75.039,183022,4
936,Maroon 5,Girls Like You,6OEHjJJvdkk1Ln0p0AZdyz,64,0.611,0.462,0,-7.054,1,0.0646,0.558,1.01e-06,0.131,0.377,59.635,215230,4
937,Cavetown,Talk to Me,7mLIL4OdNdwFcGNlTcWa0c,66,0.626,0.323,4,-9.607,1,0.0339,0.667,0.0,0.0605,0.234,130.086,277327,4
938,Tee Grizzley,Fuck It Off (feat. Chris Brown),3jGYpYY6jm48GArqKDnuwG,66,0.801,0.578,1,-7.148,1,0.201,0.0728,0.0,0.185,0.126,100.032,147600,4
939,Maluma,Mala Mía,62o8KoI44JfN7aYxgTnPvh,73,0.749,0.752,6,-4.883,1,0.345,0.31,0.0,0.232,0.901,180.049,183753,4
940,Imagine Dragons,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",2bzitsPcImYC6DZWvvLCQi,71,0.634,0.662,6,-7.543,1,0.0325,0.000479,0.00142,0.111,0.244,90.011,210933,4
941,Mt. Joy,Astrovan,14e46mURUUwB3i2vTe1gFz,63,0.548,0.444,3,-9.4,1,0.0384,0.866,0.0,0.134,0.62,169.917,186133,4
942,KIDS SEE GHOSTS,Feel The Love,3aUFrxO1B8EW63QchEl3wX,66,0.58,0.469,0,-5.946,0,0.104,0.126,7.32e-05,0.099,0.369,110.573,165053,4
943,Jon Bellion,Blu,4FUDWkguOUVpLRAVn5C20z,64,0.384,0.465,0,-8.554,1,0.0341,0.29,2.22e-05,0.359,0.636,131.604,183344,4
944,Mac Miller,Conversation Pt. 1,1oFEAWvPHP5TdSlmIs77sV,65,0.787,0.472,6,-10.032,0,0.113,0.64,5.22e-05,0.11,0.264,144.998,210253,4
945,KHEA,Loca - Remix,2ECIwi1a7mfokdDkkJ08Ne,72,0.795,0.751,8,-3.661,1,0.0675,0.337,0.0,0.0983,0.537,113.033,346460,4
946,Papithbk,Love Is a Drug,2MXxEGl4WdiOqUjhzDjCmh,66,0.841,0.403,7,-12.39,1,0.375,0.797,0.0,0.0871,0.373,110.062,97881,4
947,Kodak Black,Gnarly,40Rpg3LkZwwzuHJ3GdjMma,64,0.764,0.784,10,-4.003,0,0.0833,0.469,0.0,0.123,0.51,144.981,186403,4
948,Kelsea Ballerini,I Hate Love Songs,0Sbeihd75SGitymHS8Bqbh,63,0.386,0.446,11,-7.807,1,0.0297,0.252,0.0,0.18,0.4,179.995,191187,3
949,Adam Calhoun,Die Tonight,4Q9iFBE53dM7bSA52ySDHb,62,0.859,0.675,1,-6.683,1,0.142,0.038,0.0,0.105,0.183,99.941,175788,4
950,XXXTENTACION,"ALONE, PART 3",2oe6dDthgthqUkfL3czpEd,67,0.61,0.258,0,-12.758,1,0.0331,0.883,0.0145,0.103,0.164,127.08,109986,4
951,5 Seconds of Summer,Want You Back,2vHfabj6nFebekTYODqntl,69,0.618,0.867,0,-4.915,1,0.0439,0.00699,1.03e-06,0.202,0.579,98.03,173082,4
952,Alesso,REMEDY,6jreFSOTUAViWjKyzOC4Kg,76,0.601,0.775,0,-4.612,1,0.0473,0.269,0.0,0.0883,0.483,119.964,190295,4
953,5 Seconds of Summer,Lie To Me,3567eNX2L3RkkMkwspncMH,70,0.633,0.478,0,-5.571,1,0.0359,0.0115,0.0,0.103,0.692,159.951,150467,4
954,Five Finger Death Punch,Sham Pain,2jWBH2mvHuisHxhpDbHSXP,62,0.555,0.95,11,-3.948,0,0.0576,0.000172,2.83e-06,0.14,0.385,96.508,209703,4
955,Lil Skies,I Know You (feat. Yung Pinch),5Cg98kiDYtCEHmjcKD0CJD,65,0.773,0.602,10,-6.384,1,0.108,0.194,0.000443,0.141,0.442,74.896,211200,4
956,Khalid,The Ways (with Swae Lee),5jyyPsIGM2yqkZN9R3TmvN,66,0.727,0.72,11,-5.856,0,0.0488,0.0626,1.21e-06,0.176,0.589,140.08,238893,4
957,Six,Don't Lose Ur Head,6sUQqRmOcRyAG5M3EWXzr3,67,0.859,0.605,7,-7.635,0,0.357,0.251,0.0,0.132,0.722,82.91,245303,4
958,Roddy Ricch,Feed Tha Streets 2 (Intro),3kgQ1kJC1WkuYVJuNJHPGA,63,0.971,0.614,10,-5.844,0,0.113,0.0767,0.0,0.236,0.27,112.994,169887,4
959,Teqkoi,I'm Not Enough and I'm Sorry,4P1L6AniTDJzANaubzWGYs,66,0.698,0.183,8,-20.188,1,0.299,0.462,0.000424,0.335,0.244,143.96,120000,4
960,Tinashe,Throw A Fit,7D8aQaRzoi9Qzz5yerVK5b,66,0.888,0.586,0,-6.745,1,0.0604,0.00597,0.0365,0.153,0.401,150.051,158757,4
961,ROSALÍA,MALAMENTE - Cap.1: Augurio,1B0BQaSRHxhI0AUlItY3LK,73,0.893,0.482,0,-4.779,0,0.0873,0.549,0.0164,0.0752,0.53,97.975,150027,4
962,KAROL G,Créeme,1mT47pKLXUwPYGwB91GcNz,75,0.715,0.872,6,-3.501,1,0.0547,0.154,0.000146,0.11,0.682,96.939,212493,4
963,Joey Purp,Elastic,4MAADpR6MjelkaZqe3Mgnv,64,0.966,0.435,1,-4.944,1,0.0674,0.0604,0.22,0.0511,0.561,111.16,126386,4
964,DaBaby,4x (feat. Stunna 4 Vegas),7MNafieQviBWZ8lEtSf8nS,62,0.887,0.756,1,-3.909,1,0.238,0.0805,0.0,0.337,0.574,130.168,140973,4
965,Lil Xan,Lies (feat. Lil Skies),1hOoLI7psTWFbQ0oCNfcSF,66,0.779,0.626,10,-7.73,0,0.067,0.0262,0.00488,0.114,0.419,140.078,206387,4
966,Mumford & Sons,Beloved,5V0nHhlYIjUMfcSoJ5ziRD,62,0.445,0.773,2,-7.227,1,0.0441,0.00539,0.153,0.131,0.313,191.966,265096,4
967,Janelle Monáe,I Like That,2EznBGrlmx9wBeYgyDojsA,64,0.482,0.453,0,-8.864,1,0.059,0.0323,0.00243,0.149,0.17,134.799,200338,4
968,6ix9ine,GOTTI,27oFpFktCq9JIXjJQRuv7a,70,0.728,0.584,10,-7.255,0,0.176,0.0524,0.0,0.0658,0.365,161.9,166852,4
969,Teyana Taylor,Rose In Harlem,38HcgcQC4suvti0Sa0e5yc,65,0.543,0.567,2,-5.241,0,0.129,0.468,0.0,0.171,0.351,143.744,222828,4
970,Nicki Minaj,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",4Uy3kNxW2kB8AEoXljEcth,68,0.766,0.881,9,-5.158,0,0.137,0.0166,2.3e-06,0.347,0.674,112.027,174893,5
971,Julia Michaels,Jump (with Trippie Redd),2OvV4NjEBRE9v8Oo7QeUCq,66,0.654,0.547,10,-6.598,1,0.127,0.25,0.0,0.0961,0.507,173.981,207857,4
972,Lil Baby,Ready (feat. Gunna),4F6yN5FsFW10Ucx7cLCzBh,63,0.793,0.395,1,-5.578,1,0.385,0.277,1.4e-05,0.109,0.129,77.027,213287,4
973,Jonas Blue,Rise,3u1S1OmAUhx5DRlLrXqyp3,76,0.69,0.784,1,-4.653,1,0.032,0.323,0.0,0.203,0.669,106.066,194408,4
974,BTS,I'm Fine,0EQMrxdeiBhry9JCxskko3,70,0.51,0.842,11,-2.782,0,0.103,0.00852,0.0,0.346,0.302,87.605,240339,4
975,Niykee Heaton,Starting Over,15jMztFtJ1mFFJ11SZvHHZ,63,0.751,0.394,7,-6.56,1,0.0519,0.39,0.0,0.121,0.12,135.896,227097,4
976,YoungBoy Never Broke Again,Overdose,3A1BaBGT3HgzuDrV9pgX9v,62,0.809,0.845,10,-5.843,0,0.352,0.224,0.0,0.638,0.67,90.015,176990,4
977,Lil Durk,Home Body (feat. Gunna & TK Kravitz),0cEkKU1yLAiBRa8lai4AFi,64,0.684,0.608,0,-6.616,1,0.641,0.265,0.0,0.131,0.363,84.766,203158,4
978,Jake Scott,Tuesdays,7r5cRFkwHuPy7HlzvuovLD,63,0.473,0.217,4,-10.739,1,0.0367,0.63,0.0,0.142,0.628,164.02,216989,4
979,Shoreline Mafia,Pressure (feat. OhGeesy & Fenix Flexin),7oW5YZZVeesParmVY7gx6s,63,0.749,0.755,0,-5.875,1,0.141,0.164,1.22e-05,0.176,0.323,102.973,164400,4
980,Panic! At The Disco,Dying in LA,18xmRkPWE0sGUzFyNNAAhN,66,0.346,0.35,2,-4.988,1,0.0328,0.876,1.98e-06,0.0708,0.315,126.444,229053,4
981,Cosculluela,Madura (feat. Bad Bunny),0r9d60ZYPAlFHq8qnUtkXN,71,0.878,0.555,1,-7.639,0,0.202,0.138,1.34e-06,0.151,0.751,88.029,190909,4
982,Eminem,Good Guy (feat. Jessie Reyez),4g32MdRoqwGKQd3NXIRhpU,68,0.696,0.634,9,-6.918,0,0.281,0.244,0.0,0.437,0.728,89.973,142192,4
983,Mitchell Tenpenny,Alcohol You Later,5SO7pvSFiXwU0e1z7C4X7H,62,0.671,0.597,8,-7.011,1,0.0351,0.0259,0.0,0.116,0.422,100.039,186600,4
984,Nicki Minaj,Bed (feat. Ariana Grande),3L4GsGLgxpHieVQH86H8bv,69,0.757,0.73,7,-6.304,1,0.187,0.0348,6.17e-05,0.136,0.451,90.013,189533,4
985,Maggie Rogers,Tim McGraw - Recorded At Spotify Studios NYC,5sn1BmEOPP1bu4cZq9OgoF,63,0.712,0.46,0,-9.6,1,0.201,0.66,6.42e-06,0.101,0.123,79.98,250837,4
986,Panic! At The Disco,King of the Clouds,50Hv5NZIM0puIUoBttjpfb,65,0.285,0.922,2,-1.932,0,0.247,0.237,0.0,0.159,0.472,198.063,160747,3
987,Smokepurpp,Nephew (feat. Lil Pump),0ibOcbkp2XG46Do8jcy0bL,66,0.792,0.454,9,-6.753,1,0.458,0.00422,0.0,0.285,0.674,161.993,202963,4
988,Jess Glynne,One Touch,3eS1VMcEmq2IUgpaeDysCb,70,0.686,0.693,0,-6.245,0,0.131,0.329,0.0,0.136,0.699,124.206,197876,4
989,Anderson .Paak,Trippy (feat. J. Cole),2lRe5wBRm4xaSKTbDn2vLD,65,0.57,0.65,2,-8.538,1,0.326,0.0707,0.0,0.339,0.174,96.767,323587,4
990,Omar Apollo,Unbothered,4p1Er46wDz4zGQI7Sxor3W,63,0.641,0.487,2,-7.098,1,0.03,0.271,0.00223,0.133,0.322,108.933,124954,4
991,Quinn XCII,Panama,4RtexJZ1OyRkDNlqVUt8Zt,63,0.73,0.494,10,-6.402,1,0.0565,0.57,0.0,0.158,0.561,86.732,247293,4
992,INZO,Overthinker,4K9xid96G3YmIvQZXN9SXg,65,0.472,0.605,8,-4.437,1,0.134,0.0311,0.0308,0.101,0.212,128.375,268000,1
993,Tyler Childers,Shake the Frost (Live),19MkwMrRjO7773zpuGss1o,61,0.447,0.341,2,-9.769,1,0.0457,0.806,2.05e-06,0.686,0.371,138.969,175120,4
994,Khalid,Vertigo,7stcuQtnHL7C6XdPvpwywv,66,0.487,0.458,4,-7.761,0,0.0371,0.552,0.0257,0.117,0.207,115.989,270413,4
995,XXXTENTACION,I don’t let go,4axYWgXASdsCBHuwInAubT,66,0.797,0.293,5,-7.479,1,0.08,0.591,0.0724,0.148,0.478,80.035,121630,4
996,Daddy Yankee,Dura - Remix,6U2NuJILEOEpW2tVCuqKHb,71,0.772,0.803,1,-3.035,1,0.0468,0.188,0.0,0.434,0.853,94.981,242160,4
997,Morgan Wallen,Had Me By Halftime,3xca35T5BVLg4ePuVzc7wW,63,0.49,0.889,6,-2.94,1,0.0363,0.109,0.0,0.168,0.672,144.089,172080,4
998,Cash Cash,Finest Hour (feat. Abir),0p0ljM6RxgpGt7wthGqBZa,64,0.656,0.729,5,-4.223,0,0.0765,0.0789,0.0,0.133,0.438,95.974,215781,4
999,Khalid,Motion,65DzdjRWH35DNsBZBjW523,66,0.554,0.61,0,-7.229,1,0.0804,0.0982,0.0812,0.561,0.497,80.948,235880,4
1000,The 1975,Sincerity Is Scary,6HguG9HRb1Ke1bhihfE4m8,69,0.664,0.524,2,-5.178,1,0.0283,0.0495,8.18e-06,0.075,0.475,91.027,225956,4
1001,Key Glock,Since 6ix,0lOKsvuwUhu0a6ZEaviQ46,62,0.916,0.625,2,-7.36,1,0.241,0.00317,0.0,0.0933,0.46,128.094,152693,4
1002,N.E.R.D,Lemon - Drake Remix,739vCwA3EpBSkk3uDsI2wB,65,0.777,0.657,1,-6.434,1,0.237,0.000738,3.34e-06,0.0932,0.245,189.992,226107,4
1003,Maroon 5,Cold (feat. Future),7gwLQ4tZ5UdZ7qNcDyJ8wr,64,0.693,0.717,9,-6.346,0,0.107,0.14,0.0,0.0464,0.412,99.836,234308,4
1004,Lil Baby,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),6PoKfDY78ih5OveWirggRX,63,0.859,0.506,10,-8.115,0,0.418,0.105,0.0,0.113,0.153,140.973,187465,4
1005,Quavo,WORKIN ME,4MAsYGSgxsaj73dC2lvFC4,64,0.792,0.657,8,-4.245,1,0.191,0.205,4.1e-06,0.196,0.228,169.969,169657,4
1006,tobi lou,Darlin',0eGrwX4kf5sV1faR5tZDp3,64,0.866,0.388,9,-11.009,1,0.32,0.571,0.0,0.1,0.556,109.976,205091,4
1007,David Guetta,Say My Name,3MoV1UsAJmz64LHqyiRMp0,66,0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.031,198947,4
1008,Tito Torbellino Jr,Bajo Perfil (feat. Tony Aguirre),72SJOOWEKvpEubRZpxxfiv,65,0.786,0.667,7,-7.733,1,0.0308,0.512,0.0,0.197,0.893,107.458,199627,3
1009,Young Dolph,Major (feat. Key Glock),3Yt2ph8Ko0JBANpdawzSF2,62,0.907,0.65,6,-5.661,0,0.312,0.0109,0.000424,0.107,0.626,147.026,195547,4
1010,Shiloh Dynasty,Imagination,1VLCctJbr8AjrZQ0KoyJ4A,65,0.816,0.0965,7,-22.035,1,0.0379,0.715,0.785,0.108,0.847,110.008,104777,5
1011,King Princess,Pussy Is God,6VCeywT4JeawuZOUkQ1okx,65,0.739,0.621,11,-6.929,0,0.238,0.049,0.00369,0.0718,0.462,85.969,205533,4
1012,Nina Nesbitt,"Oh Holy Night - Recorded at Metropolis Studios, London",0yS8P7DFNEBYQ5yHadM5z0,67,0.324,0.197,8,-10.191,1,0.0337,0.801,0.0,0.115,0.338,178.893,227887,3
