,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Trevor Daniel,Falling,4TnjEaWOeW0eKTKIEvJyCa,97,0.784,0.43,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.087,159382,4
1,Juice WRLD,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,91,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4
2,Juice WRLD,All Girls Are The Same,4VXIryQMWpIdGgYR4TrjT1,85,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,4
3,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,87,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,4
4,Billie Eilish,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,89,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,200186,4
5,Juice WRLD,Legends,1Knctxx9vGZxpZfF66BIEa,85,0.594,0.798,4,-5.244,1,0.0844,0.115,0.0,0.143,0.381,142.049,191840,4
6,YNW Melly,Murder On My Mind,7eBqSVxrzQZtK2mmgRG6lC,84,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434,4
7,Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,85,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
8,Lil Baby,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,84,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543,4
9,Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,87,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4
10,Meek Mill,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,85,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,4
11,XXXTENTACION,SAD!,3ee8Jmje8o58CHK66QrVC2,86,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
12,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),1wJRveJZLSb1rjhnUHQiv6,84,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,189487,4
13,Juice WRLD,Armed And Dangerous,5wujBwqG7INdStqGd4tRMX,82,0.736,0.67,10,-6.702,1,0.311,0.186,0.0,0.114,0.845,130.032,169999,4
14,Post Malone,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,87,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,4
15,Juice WRLD,Lean Wit Me,3oDkdAySo1VQQG0ptV7uwa,82,0.665,0.651,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935,175755,4
16,Arizona Zervas,FML,6lruHh1jF7ezgbLv72xYmf,85,0.822,0.575,5,-5.95,1,0.0934,0.113,0.0,0.106,0.616,100.087,223000,4
17,Post Malone,Better Now,7dt6x5M1jzdTEt8oCbisTK,86,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,4
18,Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,88,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,214290,4
19,Halsey,Without Me,5p7ujcrUXASCNwRaWNHR1C,87,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4
20,Luke Combs,Beautiful Crazy,2rxQMGVafnNaRaXlRMWPde,80,0.552,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,193200,4
21,XXXTENTACION,Moonlight,0JP9xo3adEtGSdUEISiszL,85,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
22,Lil Baby,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,80,0.964,0.346,5,-9.309,0,0.53,0.035,0.0,0.108,0.562,119.958,142273,4
23,Ski Mask The Slump God,Faucet Failure,1ThmUihH9dF8EV08ku5AXN,81,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,145627,4
24,Morgan Wallen,Whiskey Glasses,6foY66mWZN0pSRjZ408c00,79,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,4
25,Lil Mosey,Noticed,7zLYKWcXnYeHHWidalz7rj,82,0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,165000,4
26,Panic! At The Disco,High Hopes,1rqqCSm0Qe4I9rUvWncaom,85,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4
27,XXXTENTACION,changes,7AFASza1mXqntmGtbxXprO,84,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,121887,4
28,21 Savage,a lot,2t8yVaLvJ0RenpXUIAC52d,81,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4
29,Trippie Redd,1400 / 999 Freestyle,75lcPkAkUsKWHGBlGM476R,80,0.825,0.572,6,-6.067,0,0.0864,0.0079,0.0,0.113,0.568,141.991,175954,4
30,XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,82,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,4
31,Drake,God's Plan,6DCZcSspjsKoFjzjrWoCdn,85,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4
32,Khalid,Better,6zeeWid2sgw4lap2jV61PZ,80,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4
33,Kina,Get You The Moon (feat. Snøw),4ZLzoOkj0MPWrTLvooIuaa,86,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,179080,4
34,Juice WRLD,Black & White,1fCeXjoRExPP2qwSBh2aST,79,0.776,0.736,7,-4.612,1,0.247,0.0802,0.0,0.159,0.233,147.946,186945,4
35,Doja Cat,Candy,1VJwtWR6z7SpZRwipI12be,83,0.689,0.516,8,-5.857,1,0.0444,0.513,0.0,0.163,0.209,124.876,190920,4
36,Future,Fine China,5274I4mUMnYczyeXkGDWZN,79,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.126,0.551,166.111,141587,4
37,Mac Miller,Self Care,5bJ1DrEM4hNCafcDd1oxHx,80,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4
38,Post Malone,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,82,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,221440,4
39,Morgan Wallen,Chasin' You,5MwynWK9s4hlyKHqhkNn4A,77,0.631,0.591,7,-5.785,1,0.0277,0.657,0.0,0.11,0.489,97.074,205453,4
40,Dan + Shay,Speechless,3GJ4hzg4lrGwU51Y3VARbF,78,0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,213387,4
41,Kodak Black,ZEZE,0FZ4Dmg8jJJAPJnvBIzD9z,82,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760,4
42,Dominic Fike,3 Nights,1tNJrcVe6gwLEiZCtprs1u,85,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,177667,4
43,A Boogie Wit da Hoodie,Look Back at It,3Ol2xnObFdKV9pmRD2t9x8,80,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,179449,4
44,Sheck Wes,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,81,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4
45,Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,81,0.912,0.412,7,-8.074,1,0.124,0.0164,0.013,0.104,0.422,154.983,238614,4
46,Juice WRLD,Wasted (feat. Lil Uzi Vert),1a7WZZZH7LzyvorhpOJFTe,78,0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,258475,4
47,benny blanco,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,83,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,173800,4
48,Roddy Ricch,Down Below,4SWWe2OYC4mqf40Gc2RSdl,78,0.926,0.454,6,-9.932,1,0.0732,0.036,0.000422,0.0896,0.34,119.969,224002,4
49,Lil Peep,Falling Down - Bonus Track,4jvjzW7Hm0yK4LvvE0Paz9,82,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4
50,Zedd,The Middle,09IStsImFySgyp0pIQdqAc,83,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4
51,The Weeknd,Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,83,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3
52,Cardi B,I Like It,58q2HKrzhC3ozto2nDdN4z,83,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,253390,4
53,Alec Benjamin,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,85,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,169354,4
54,City Girls,Act Up,3A2yGHWIzmGEIolwonU69h,77,0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075,158332,4
55,Travis Scott,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,82,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,190557,4
56,5 Seconds of Summer,Youngblood,2iUXsYOEPhVqEBwsqP70rE,83,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4
57,Juice WRLD,Hide (feat. Seezyn),6rz0dTA0PdhXImFV5EjM0w,78,0.715,0.639,5,-5.017,0,0.0752,0.0622,0.0,0.157,0.151,149.996,205800,4
58,Ava Max,Sweet but Psycho,25sgk305KZfyuqVBQIahim,86,0.719,0.704,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,187436,4
59,Metro Boomin,Space Cadet (feat. Gunna),1fewSx2d5KIZ04wsooEBOz,78,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267,4
60,Luke Combs,She Got the Best of Me,698eQRku24PIYPQPHItKlA,77,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,183160,4
61,Lil Baby,Close Friends (Lil Baby & Gunna),5nzhL67GpF9szXWg5y509A,78,0.676,0.578,10,-4.669,0,0.375,0.0509,0.0,0.0796,0.698,158.896,203881,4
62,Jeremy Zucker,comethru,18uwL0vNUanqZH0ro2QcOP,84,0.795,0.178,0,-11.991,1,0.0574,0.607,0.0,0.623,0.608,93.982,181613,4
63,XXXTENTACION,the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,81,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,4
64,Post Malone,Candy Paint,32lItqlMi4LBhb4k0BaSaC,79,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,227533,4
65,Travis Scott,YOSEMITE,7lAK3oHbfEnvUQWosrMMpR,79,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,150043,4
66,Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,80,0.586,0.909,8,-6.474,1,0.0705,0.0891,0.000109,0.119,0.757,93.394,210747,4
67,Bazzi,Mine,7uzmGiiJyRfuViKKK3lVmR,80,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064,4
68,Trippie Redd,Topanga,5aXgz1oKK8Q9z9xvTmSnrO,76,0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,215364,4
69,Lady Gaga,Shallow,2VxeLyX666F8uXCJ0dZF8B,87,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733,4
70,Panic! At The Disco,"Hey Look Ma, I Made It",22oEJW6r2rMb9z4IntfyEa,78,0.577,0.833,5,-3.337,1,0.0695,0.0137,0.0,0.121,0.58,107.936,169667,4
71,Drake,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,82,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,4
72,Ski Mask The Slump God,Nuketown (feat. Juice WRLD),74lnM5V6ecvoTPV0fvptx9,77,0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,166400,4
73,Summer Walker,Girls Need Love (with Drake) - Remix,14SaZBTjxlorHJQxXh01Hu,78,0.656,0.432,6,-9.481,0,0.217,0.443,0.0,0.132,0.0897,97.022,222374,4
74,Playboi Carti,Shoota (feat. Lil Uzi Vert),2BJSMvOGABRxokHKB0OI8i,76,0.674,0.649,1,-8.433,0,0.199,0.191,0.0,0.122,0.48,153.069,153800,4
75,The Chainsmokers,This Feeling,4NBTZtAt1F13VvlSKe6KTl,80,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,197947,4
76,Cardi B,Money,2GGMabyHXnJmjY6CXhhB2e,78,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,183527,4
77,Lil Baby,Pure Cocaine,577YBGuskWkVDCxZrLRB4v,76,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024,4
78,Dean Lewis,Be Alright,3EPXxR3ImUwfayaurPi3cm,83,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,196373,4
79,Kina,Can We Kiss Forever?,58wyJLv6yH1La9NIZPl3ne,85,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,187932,4
80,BlocBoy JB,Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,78,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,181263,4
81,Tyga,Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy,81,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994,232959,4
82,YoungBoy Never Broke Again,Slime Belief,2qGfZAgDe1pV2y5xJAhi6R,74,0.748,0.578,9,-5.72,1,0.194,0.257,0.0,0.13,0.166,140.016,192606,4
83,Bad Bunny,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,82,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4
84,Ariana Grande,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,82,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920,4
85,Eminem,Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0,80,0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,244679,4
86,YNW Melly,Freddy Krueger (feat. Tee Grizzley),0hwkukpHcBJfGcIUxi1tK2,75,0.834,0.621,7,-6.156,1,0.0821,0.0918,0.0,0.0759,0.613,140.05,244506,4
87,Metro Boomin,10 Freaky Girls (with 21 Savage),0AluA5RNsa4Cx6XRhf2hWZ,76,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,208293,4
88,Aminé,REEL IT IN,5qHirGR7M9tdm6C17DlzSY,77,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,121347,4
89,Kodak Black,Calling My Spirit,2MShy1GSSgbmGUxADNIao5,75,0.91,0.366,1,-9.954,1,0.0941,0.0996,0.0,0.261,0.74,119.985,152000,4
90,Post Malone,Stay,4H7WNRErSbONkM06blBoGc,78,0.507,0.48,5,-5.418,1,0.0266,0.449,0.0,0.147,0.35,86.046,204427,4
91,Lauren Daigle,You Say,6Up545NUflOiXo8cEraH49,79,0.486,0.632,5,-6.89,1,0.0344,0.682,0.0,0.0869,0.0791,147.892,274693,4
92,King Princess,1950,0CZ8lquoTX2Dkg7Ak2inwA,78,0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912,225133,4
93,Pink Sweat$,Honesty,2B1JaRSd7T7YP90n6sCh9I,73,0.66,0.139,6,-16.339,0,0.0322,0.964,8.02e-06,0.104,0.306,79.976,189000,4
94,Calum Scott,You Are The Reason,69vToJ9BMbbLlFZo7k7A7B,83,0.331,0.235,10,-7.7,1,0.0299,0.918,0.0,0.137,0.218,171.232,204326,3
95,Dan + Shay,Tequila,42fw0rxRO2xbesF6mJfd4Y,76,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,196747,4
96,Calum Scott,Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,82,0.682,0.173,1,-8.749,1,0.0314,0.839,3.26e-05,0.0983,0.236,112.663,260285,4
97,Camila Cabello,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,83,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4
98,Chris Lane,I Don't Know About You,3yOs8FffuG6hPbzQG9lIqV,74,0.593,0.81,1,-5.733,1,0.0625,0.602,0.0,0.119,0.712,144.011,207933,4
99,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,81,0.574,0.758,1,-5.029,0,0.0621,0.0969,0.0,0.395,0.492,144.111,182623,4
100,Khalid,Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,78,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955,201707,4
101,Shoreline Mafia,"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)",1n8wr8tRHs5jmBxNWXedcn,75,0.9,0.385,1,-12.189,0,0.435,0.371,0.0,0.142,0.488,99.964,174336,4
102,Russ,Missin You Crazy,4ve2uzqdwnHr20G5YgMMqr,77,0.716,0.729,5,-6.313,1,0.117,0.0991,0.0,0.0842,0.276,131.975,226693,4
103,Trippie Redd,Taking A Walk,4mHgYpuGHu99Mw69E83CP2,75,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,121680,4
104,Joji,YEAH RIGHT,1VGzxJnVQND7Cg5H5wGj14,78,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,174358,4
105,6LACK,Pretty Little Fears (feat. J. Cole),4at3d5QWnlibMVN75ECDrp,76,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099,240342,4
106,Flipp Dinero,Leave Me Alone,14mHfNsSHN0FbLftyjrV9g,77,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,195637,4
107,Lil Mosey,Kamikaze,3to5UxKsozb4T6CfwHuhLJ,76,0.792,0.571,8,-7.539,0,0.094,0.301,0.0,0.1,0.556,99.999,139200,4
108,Bazzi,Beautiful (feat. Camila Cabello),4VUwkH455At9kENOfzTqmF,80,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,180000,4
109,Lil Yachty,Yacht Club (feat. Juice WRLD),5R2rsbwCDXORX2tLfprRmM,75,0.721,0.508,7,-7.496,1,0.394,0.317,0.0,0.153,0.457,159.911,166343,4
110,Travis Scott,STARGAZING,7wBJfHzpfI3032CSD7CE2m,79,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715,4
111,Alec Benjamin,Water Fountain,4IhKLu7Vk3j2TLmnFPl6To,78,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,218893,4
112,Billie Eilish,bitches broken hearts,5t3Vk8bRKylx4fjj7qlbib,79,0.777,0.422,0,-10.114,1,0.0482,0.919,0.00877,0.0958,0.187,120.041,176472,4
113,Ella Mai,Trip,6CTWathupIiDs7U4InHnDA,77,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,213993,4
114,benny blanco,Roses (with Juice WRLD feat. Brendon Urie),1KVczjazCcCCgM3gXXUl47,77,0.612,0.601,8,-7.089,1,0.164,0.168,0.0,0.117,0.525,147.018,223543,4
115,Roddy Ricch,Die Young,3wLtYwtqvKK2ewelSVPeDK,76,0.688,0.656,4,-5.541,0,0.276,0.218,0.0,0.115,0.365,160.414,157657,4
116,Travis Scott,CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL,78,0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,198408,4
117,SHAED,Trampoline,0lsRatBUs9HNIZAmoGABzk,76,0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060,4
118,Khalid,OTW,6Hgh47WXVKtXN5zGOu0hjI,78,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26e-05,0.106,0.28,72.989,263014,4
119,Cardi B,Bodak Yellow,6KBYefIoo7KydImq1uUQlL,75,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,223713,4
120,Khalid,Saturday Nights,5kfNriitmkNE8mUbZ7gbq8,77,0.551,0.44,10,-8.559,1,0.0985,0.606,3.02e-05,0.11,0.341,167.923,210667,4
121,"Earth, Wind & Fire",September,7Cuk8jsPPoNYQWXK9XRFvG,81,0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,215080,4
122,Shordie Shordie,Bitchuary,4dV3okcjbQwTcg4ObIGr4N,73,0.762,0.383,5,-10.098,0,0.202,0.349,0.0,0.127,0.44,92.947,134213,4
123,Juice WRLD,Rich And Blind,6QNFQJKlZUKr0xlGZ74CZJ,75,0.638,0.624,10,-5.37,1,0.0798,0.0102,0.0,0.0944,0.445,159.937,228720,4
124,Jeremy Zucker,all the kids are depressed,75ls0gurX68lUmMjE7QcsE,78,0.773,0.437,9,-8.281,1,0.0963,0.836,2.42e-05,0.544,0.707,103.861,169973,4
125,Alessia Cara,Out Of Love,4WzhjxvLP95y7AMDy0Atwb,78,0.492,0.267,7,-9.25,1,0.0336,0.8,0.0,0.249,0.137,117.679,227693,3
126,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,81,0.85,0.569,5,-8.152,0,0.136,0.0609,0.0816,0.1,0.294,80.02,205040,4
127,Imagine Dragons,Natural,2FY7b99s15jUprqC0M5NCT,82,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,4
128,Blueface,Thotiana,3oh6SCCeLuXhFpEyepla6G,77,0.906,0.382,10,-12.89,0,0.269,0.18,0.0,0.113,0.391,104.025,129264,4
129,Roddy Ricch,Every Season,1ttPzkTSpQUFcEGx8bjerL,75,0.936,0.704,5,-5.47,0,0.457,0.0632,0.0,0.104,0.566,130.022,214376,4
130,Rich The Kid,Plug Walk,1ZAyjvIk9YiD76yYy0TEG6,76,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,175230,4
131,Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),7IBSffWIu7P2MC7kMwy2FM,75,0.877,0.477,9,-7.379,0,0.0587,0.307,0.0,0.0929,0.552,127.023,226743,4
132,Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,79,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4
133,A Boogie Wit da Hoodie,Demons and Angels (feat. Juice WRLD),3L19besdNQzd342qL78xqm,74,0.81,0.55,2,-7.46,0,0.17,0.0114,5.69e-06,0.107,0.183,76.503,214593,4
134,Anne-Marie,2002,2BgEsaKNfHUdlh97KmvFyo,82,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,186987,4
135,Ruel,Dazed & Confused,2pyjbGTpJCPjMYwCbdymiF,76,0.688,0.5,2,-7.411,1,0.138,0.102,0.0,0.355,0.418,127.906,189608,3
136,Social House,Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,74,0.769,0.479,1,-5.339,1,0.0385,0.66,0.0,0.0914,0.803,96.051,164640,4
137,Au/Ra,Panic Room,7uUahoeqGNRMbpdeiLj1rS,77,0.495,0.426,8,-9.434,1,0.0736,0.152,5.65e-06,0.099,0.0636,97.91,237773,4
138,AJR,Burn The House Down,0TkJIyL69RAUIbNwGub6uR,71,0.454,0.66,0,-4.357,1,0.168,0.0364,0.0,0.181,0.568,184.353,212374,4
139,tobi lou,Buff Baby,1F1QmI8TMHir9SUFrooq5F,75,0.734,0.765,5,-6.047,1,0.0571,0.243,0.0,0.101,0.512,156.04,215385,4
140,YoungBoy Never Broke Again,Outside Today,3sA7HKGzcKTVscdiTCrWpX,72,0.851,0.666,11,-5.334,0,0.0694,0.139,0.0,0.105,0.0585,134.068,129105,4
141,Oliver Tree,Alien Boy,1gGhqfs2pDTOI30AEXMXrn,76,0.803,0.599,1,-5.169,1,0.0985,0.111,0.0,0.236,0.484,130.107,163525,4
142,6ix9ine,FEFE,2l8nEO0vsTRCRnGqQty6qx,77,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978,179405,4
143,YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",0ZNrc4kNeQYD9koZ3KvCsy,74,0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911,237240,4
144,Bazzi,Why,7lozLnUfzcgEpMMVQI7yhA,76,0.676,0.67,8,-6.584,1,0.0374,0.353,0.0,0.103,0.54,113.01,148260,4
145,YNW Melly,Mama Cry,2fSW54bA6x2iWePU7rpCiP,74,0.543,0.492,7,-7.432,1,0.156,0.0739,0.0,0.11,0.107,220.099,231298,4
146,John Mayer,New Light,3bH4HzoZZFq8UpZmI2AMgV,80,0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,0.853,123.931,216015,4
147,FINNEAS,Let's Fall in Love for the Night,7kQkmyoHCEqwe7QwDbkSXM,77,0.737,0.408,5,-7.941,1,0.104,0.802,0.0,0.171,0.374,127.921,190348,4
148,Verzache,Needs,0WKmVAD4VWk5EdTyCFILi4,76,0.813,0.601,11,-7.552,0,0.116,0.189,0.0002,0.426,0.855,118.981,177479,4
149,Lennon Stella,La Di Da,2YyvWje3cEYyqgYhNUIaBJ,75,0.689,0.679,7,-5.893,1,0.0517,0.195,0.00111,0.224,0.475,149.972,209773,4
150,Juice WRLD,Candles,1wa6QQsdSE3X2GbRljGpFk,74,0.715,0.574,7,-6.236,1,0.0817,0.373,0.0,0.174,0.337,157.0,183703,4
151,Juice WRLD,Scared Of Love,49QVOdWgGagzLrThkIqtK6,74,0.642,0.562,11,-4.869,0,0.0812,0.032,0.0,0.168,0.177,158.001,170539,4
152,Joji,CAN'T GET OVER YOU (feat. Clams Casino),39oeKRgsLeynDIbWuXyA47,76,0.9,0.316,9,-8.797,1,0.332,0.684,0.0771,0.0853,0.844,129.914,107077,4
153,Migos,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,78,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147,4
